id_dataset;short_name;id_subset;status;type_of_correction;last_processing_date;total_length;total_depth;percentage_csdim;number_connected_components;number_nodes;number_edges;mean_degree;min_degree;max_degree;cv_degree;number_cycles;mean_length;cv_length;length_entropy;orientation_3d_entropy;aspl;cpd;correlation_vertex_degree;country;latitude;longitude;altitude;license;citation;thanks
014;CheddarCatchment;002;clean;manual correction;11 Nov 2025;7570;227.62;70;1;1365;1384;2.11;1.0;6.0;0.52;20;21.03;1.11;0.51;0.89;25.55;0.475;-0.307;UK;51.2814;-2.7642;;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Cheddar Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
014;CheddarCatchment;003;clean;manual correction;11 Nov 2025;3884;137.66;45;1;899;908;2.07;1.0;6.0;0.558;10;14.94;1.26;0.46;0.857;21.35;0.478;-0.32;UK;51.2814;-2.7642;;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Cheddar Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
014;CheddarCatchment;004;clean;manual correction;11 Nov 2025;2383;131.03;86;1;472;478;2.08;1.0;6.0;0.555;7;15.89;1.03;0.64;0.88;11.77;0.497;-0.318;UK;51.2814;-2.7642;;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Cheddar Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
014;CheddarCatchment;005;clean;manual correction;11 Nov 2025;503;27.86;81;1;226;226;2.0;1.0;6.0;0.549;1;5.36;0.73;0.59;0.861;11.58;0.475;-0.293;UK;51.2814;-2.7642;;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Cheddar Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
014;CheddarCatchment;006;clean;manual correction;11 Nov 2025;657;36.38;22;1;166;170;2.13;1.0;6.0;0.492;5;10.28;0.88;0.79;0.754;6.61;0.325;-0.327;UK;51.2814;-2.7642;;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Cheddar Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
014;CheddarCatchment;007;clean;manual correction;11 Nov 2025;1047;173.6;0;1;160;159;1.91;1.0;6.0;0.534;0;49.87;1.0;0.78;0.736;4.28;0.502;-0.4;UK;51.2814;-2.7642;;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Cheddar Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
014;CheddarCatchment;008;clean;manual correction;11 Nov 2025;1077;130.45;0;1;151;152;2.09;1.0;6.0;0.465;2;51.32;1.06;0.74;0.744;4.4;0.331;-0.357;UK;51.2814;-2.7642;;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Cheddar Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
014;CheddarCatchment;010;clean;manual correction;11 Nov 2025;963;99.68;0;1;138;137;1.9;1.0;6.0;0.573;0;48.16;1.32;0.59;0.639;4.47;0.411;-0.429;UK;51.2814;-2.7642;;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Cheddar Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
014;CheddarCatchment;011;clean;manual correction;11 Nov 2025;1444;176.91;0;1;137;139;2.11;1.0;6.0;0.516;3;36.1;1.1;0.63;0.758;5.27;0.506;-0.254;UK;51.2814;-2.7642;;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Cheddar Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
015;CountyClare;001;clean;manual correction;11 Nov 2025;6191;56.28;95;1;1596;1624;2.26;1.0;5.0;0.416;29;28.27;1.46;0.38;0.749;18.87;0.456;-0.316;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;002;clean;manual correction;11 Nov 2025;10148;117.59;0;1;1541;1546;2.13;1.0;5.0;0.527;6;125.29;1.36;0.61;0.666;7.78;0.399;-0.164;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;003;clean;manual correction;11 Nov 2025;5865;82.71;0;1;1098;1098;2.0;1.0;5.0;0.531;1;104.74;1.32;0.64;0.656;7.18;0.558;-0.416;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;004;clean;manual correction;11 Nov 2025;8268;52.19;0;1;810;814;2.18;1.0;5.0;0.502;5;175.92;1.29;0.61;0.631;6.25;0.415;-0.229;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;005;clean;manual correction;11 Nov 2025;3329;3.72;0;1;702;701;1.0;1.0;5.0;0.0;0;3329.87;0.0;0.0;0.645;1.0;0.0;1.0;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;006;clean;manual correction;11 Nov 2025;4610;90.42;0;1;671;677;2.18;1.0;5.0;0.551;7;65.86;1.41;0.53;0.676;8.17;0.432;-0.193;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;007;clean;manual correction;11 Nov 2025;5156;81.31;0;1;569;568;1.96;1.0;5.0;0.531;0;107.43;1.31;0.61;0.647;8.57;0.378;-0.381;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;008;clean;manual correction;11 Nov 2025;2835;0.0;0;1;539;539;2.0;1.0;5.0;0.54;1;257.75;0.94;0.64;0.618;3.28;0.448;-0.663;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;009;clean;manual correction;11 Nov 2025;1669;90.29;0;1;441;440;1.88;1.0;5.0;0.547;0;111.29;1.57;0.46;0.716;3.74;0.431;-0.429;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;010;clean;manual correction;11 Nov 2025;3051;15.92;0;1;395;396;2.09;1.0;5.0;0.576;2;138.71;1.23;0.75;0.604;4.34;0.472;-0.362;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;011;clean;manual correction;11 Nov 2025;1682;86.82;0;1;358;357;1.67;1.0;5.0;0.62;0;336.54;1.79;0.41;0.615;1.93;0.56;-0.667;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;012;clean;manual correction;11 Nov 2025;2080;42.21;0;1;303;305;2.16;1.0;5.0;0.494;3;77.06;2.19;0.27;0.606;4.21;0.338;-0.143;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;013;clean;manual correction;11 Nov 2025;981;40.41;0;1;299;299;2.0;1.0;5.0;0.598;1;140.17;1.17;0.55;0.659;2.14;0.599;-0.418;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;014;clean;manual correction;11 Nov 2025;721;18.29;0;1;299;298;1.89;1.0;5.0;0.581;0;40.09;3.35;0.09;0.671;3.75;0.512;-0.436;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;015;clean;manual correction;11 Nov 2025;1781;0.0;0;1;275;274;1.75;1.0;5.0;0.591;0;254.44;1.07;0.76;0.655;2.32;0.565;-0.556;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;016;clean;manual correction;11 Nov 2025;1356;28.61;0;1;265;264;1.91;1.0;5.0;0.534;0;64.6;1.23;0.61;0.665;4.49;0.491;-0.4;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;017;clean;manual correction;11 Nov 2025;1114;73.71;0;1;194;194;2.0;1.0;5.0;0.507;1;29.34;0.87;0.75;0.773;6.19;0.426;-0.333;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;018;clean;manual correction;11 Nov 2025;933;14.57;0;1;184;185;2.12;1.0;5.0;0.416;2;71.81;1.8;0.41;0.647;4.09;0.364;-0.516;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;019;clean;manual correction;11 Nov 2025;1983;72.17;0;1;179;179;2.0;1.0;5.0;0.544;1;86.24;1.31;0.56;0.657;4.57;0.406;-0.201;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;020;clean;manual correction;11 Nov 2025;611;29.87;0;1;167;166;1.86;1.0;5.0;0.553;0;47.05;1.48;0.51;0.627;3.4;0.434;-0.444;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;023;clean;manual correction;11 Nov 2025;601;28.29;0;1;105;104;1.9;1.0;5.0;0.537;0;31.64;1.04;0.73;0.645;4.17;0.498;-0.407;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;024;clean;manual correction;11 Nov 2025;1071;11.2;0;1;101;100;1.0;1.0;5.0;0.0;0;1071.91;0.0;0.0;0.607;1.0;0.0;1.0;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;025;clean;manual correction;11 Nov 2025;613;26.64;0;1;95;95;2.0;1.0;5.0;0.693;1;22.72;1.54;0.47;0.668;3.97;0.576;-0.411;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;026;clean;manual correction;11 Nov 2025;945;188.37;0;1;90;89;1.8;1.0;5.0;0.574;0;105.08;2.45;0.15;0.327;2.69;0.475;-0.5;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;028;clean;manual correction;11 Nov 2025;1580;0.0;0;1;63;64;2.11;1.0;5.0;0.511;2;87.81;0.93;0.83;0.561;4.01;0.369;-0.401;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;035;clean;manual correction;11 Nov 2025;975;29.6;0;1;46;45;1.75;1.0;5.0;0.591;0;139.32;1.14;0.5;0.344;2.32;0.565;-0.556;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
015;CountyClare;038;clean;manual correction;11 Nov 2025;1768;20.0;0;1;39;38;1.75;1.0;5.0;0.591;0;252.63;1.14;0.64;0.517;2.32;0.565;-0.556;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk";
016;CountyMayo;002;clean;manual correction;11 Nov 2025;996;54.83;40;1;109;113;2.26;1.0;4.0;0.457;5;31.15;1.69;0.44;0.714;5.12;0.528;-0.339;Ireland;53.5368;-9.3385;35;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1987). County Mayo cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk;
016;CountyMayo;003;clean;manual correction;11 Nov 2025;821;17.67;39;1;97;96;1.94;1.0;4.0;0.57;0;26.51;1.84;0.38;0.628;5.25;0.478;-0.425;Ireland;53.5368;-9.3385;35;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1987). County Mayo cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk;
016;CountyMayo;004;clean;manual correction;11 Nov 2025;719;10.65;95;1;88;93;2.59;1.0;4.0;0.433;6;32.7;1.99;0.33;0.613;3.25;0.384;-0.379;Ireland;53.5368;-9.3385;35;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1987). County Mayo cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk;
016;CountyMayo;005;clean;manual correction;11 Nov 2025;623;28.42;59;1;86;89;2.17;1.0;4.0;0.467;4;18.89;1.22;0.56;0.681;7.23;0.365;-0.441;Ireland;53.5368;-9.3385;35;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1987). County Mayo cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk;
017;LittleNeathRiver;001;clean;manual correction;11 Nov 2025;7955;122.43;0;1;797;818;2.24;1.0;6.0;0.483;22;43.0;1.25;0.43;0.726;15.18;0.49;-0.29;UK;51.8111;-3.5811;304;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). The Little Neath River Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk";
017;LittleNeathRiver;002;clean;manual correction;11 Nov 2025;677;28.21;0;1;105;107;2.25;1.0;6.0;0.473;3;39.88;1.66;0.38;0.584;3.53;0.538;-0.249;UK;51.8111;-3.5811;304;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). The Little Neath River Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk";
018;Lathkill;001;clean;manual correction;11 Nov 2025;2218;61.67;0;1;388;389;2.03;1.0;5.0;0.604;2;37.61;1.44;0.46;0.76;7.63;0.552;-0.455;UK;53.1904;-1.7512;216.55;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). The River Lathkill Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
018;Lathkill;002;clean;manual correction;11 Nov 2025;1075;58.16;0;1;199;198;1.94;1.0;5.0;0.563;0;30.72;0.92;0.76;0.772;6.06;0.43;-0.417;UK;53.1904;-1.7512;216.55;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). The River Lathkill Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
018;Lathkill;003;clean;manual correction;11 Nov 2025;902;20.99;0;1;118;117;1.83;1.0;5.0;0.562;0;82.02;1.48;0.45;0.657;3.05;0.471;-0.467;UK;53.1904;-1.7512;216.55;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). The River Lathkill Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
018;Lathkill;004;clean;manual correction;11 Nov 2025;569;7.43;0;1;110;110;2.0;1.0;5.0;0.5;1;142.34;1.59;0.45;0.674;1.6;0.375;-0.562;UK;53.1904;-1.7512;216.55;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). The River Lathkill Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
019;Loser;001;clean;semi-automatic correction;11 Nov 2025;145956;1136.48;5;1;20592;21060;2.19;1.0;17.0;0.557;469;27.54;1.23;0.21;0.941;102.55;0.553;-0.227;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;002;clean;semi-automatic correction;11 Nov 2025;115435;979.47;0;1;16147;16996;2.29;1.0;17.0;0.514;850;17.83;1.14;0.21;0.969;72.25;0.46;-0.163;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;003;clean;semi-automatic correction;11 Nov 2025;8817;450.31;0;1;1350;1354;2.03;1.0;17.0;0.545;5;34.44;1.13;0.55;0.943;15.7;0.551;-0.328;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;004;clean;semi-automatic correction;11 Nov 2025;7070;218.87;0;1;1312;1355;2.27;1.0;17.0;0.571;44;20.03;1.15;0.41;0.941;16.12;0.357;-0.025;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;005;clean;semi-automatic correction;11 Nov 2025;7095;460.09;10;1;1289;1307;2.12;1.0;17.0;0.509;19;23.04;1.14;0.4;0.926;23.17;0.433;-0.324;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;006;clean;semi-automatic correction;11 Nov 2025;6169;484.69;38;1;1028;1054;2.22;1.0;17.0;0.471;27;24.68;1.32;0.38;0.934;17.26;0.458;-0.222;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;007;clean;semi-automatic correction;11 Nov 2025;4707;450.48;24;1;891;903;2.15;1.0;17.0;0.481;13;30.37;1.47;0.39;0.914;12.9;0.584;-0.287;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;008;clean;semi-automatic correction;11 Nov 2025;4214;297.01;0;1;665;684;2.13;1.0;17.0;0.597;20;14.05;0.88;0.62;0.917;16.74;0.393;-0.247;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;009;clean;semi-automatic correction;11 Nov 2025;3031;283.8;0;1;637;641;2.05;1.0;17.0;0.533;5;17.03;1.18;0.32;0.939;13.32;0.458;-0.324;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;010;clean;semi-automatic correction;11 Nov 2025;2774;297.25;5;1;539;544;2.07;1.0;17.0;0.593;6;19.14;1.02;0.67;0.841;10.06;0.468;-0.38;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;011;clean;semi-automatic correction;11 Nov 2025;3086;106.18;0;1;524;528;2.07;1.0;17.0;0.499;5;27.81;0.91;0.65;0.905;10.81;0.519;-0.349;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;012;clean;semi-automatic correction;11 Nov 2025;4085;336.21;0;1;474;488;2.17;1.0;17.0;0.5;15;22.82;1.5;0.37;0.907;13.0;0.541;-0.256;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;013;clean;semi-automatic correction;11 Nov 2025;2928;421.99;0;1;376;376;2.0;1.0;17.0;0.586;1;41.24;1.12;0.61;0.873;8.39;0.523;-0.326;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;014;clean;semi-automatic correction;11 Nov 2025;1583;156.59;0;1;322;323;2.03;1.0;17.0;0.503;2;23.29;0.94;0.72;0.841;8.34;0.489;-0.311;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;015;clean;semi-automatic correction;11 Nov 2025;1424;112.04;96;1;262;263;2.06;1.0;17.0;0.513;2;39.57;0.89;0.76;0.852;5.64;0.499;-0.277;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;016;clean;semi-automatic correction;11 Nov 2025;1887;94.76;0;1;258;262;2.1;1.0;17.0;0.588;5;22.48;0.86;0.73;0.866;7.3;0.482;-0.276;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;017;clean;semi-automatic correction;11 Nov 2025;1566;140.03;0;1;247;250;2.07;1.0;17.0;0.54;4;18.43;0.73;0.81;0.868;8.36;0.582;-0.333;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;018;clean;semi-automatic correction;11 Nov 2025;1175;292.28;0;1;244;248;2.25;1.0;17.0;0.465;5;34.59;1.22;0.59;0.766;6.22;0.354;-0.322;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;019;clean;semi-automatic correction;11 Nov 2025;1290;118.76;0;1;232;232;2.0;1.0;17.0;0.554;1;23.05;1.04;0.64;0.85;8.1;0.467;-0.45;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;020;clean;semi-automatic correction;11 Nov 2025;1194;78.8;0;1;199;198;1.94;1.0;17.0;0.521;0;34.12;1.04;0.72;0.838;5.7;0.52;-0.373;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;021;clean;semi-automatic correction;11 Nov 2025;1245;401.72;0;1;188;190;2.1;1.0;17.0;0.509;3;31.95;2.41;0.19;0.688;7.25;0.41;-0.398;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;022;clean;semi-automatic correction;11 Nov 2025;898;139.73;0;1;168;170;2.09;1.0;17.0;0.579;3;18.72;0.93;0.73;0.824;5.74;0.477;-0.355;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;023;clean;semi-automatic correction;11 Nov 2025;971;114.61;0;1;156;155;1.93;1.0;17.0;0.527;0;35.99;0.67;0.88;0.814;4.79;0.52;-0.385;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;024;clean;semi-automatic correction;11 Nov 2025;1016;192.55;0;1;154;158;2.21;1.0;17.0;0.472;5;25.42;1.22;0.51;0.834;6.34;0.403;-0.376;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;025;clean;semi-automatic correction;11 Nov 2025;1516;307.69;0;1;154;153;1.95;1.0;17.0;0.735;0;40.99;0.71;0.84;0.721;5.26;0.556;-0.345;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;026;clean;semi-automatic correction;11 Nov 2025;571;40.41;11;1;136;137;2.04;1.0;17.0;0.517;2;10.59;1.21;0.54;0.761;8.2;0.491;-0.466;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;027;clean;semi-automatic correction;11 Nov 2025;794;77.27;0;1;119;121;2.09;1.0;17.0;0.513;3;17.27;1.09;0.57;0.805;7.02;0.528;-0.312;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
019;Loser;028;clean;semi-automatic correction;11 Nov 2025;1182;225.91;88;1;109;108;1.91;1.0;17.0;0.566;0;53.76;0.93;0.8;0.773;4.17;0.553;-0.422;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
